# 32x32x32 Additive-Multiplicative Magic Cube.
# Generated by Toshihiro Shirakawa in 2025.12.19
# S=1037461656
# P=374786014569524398947714987258702135780950545931554489649674734437440344861709938299547685843014899644555341096839991870348425292567647743632070757811390939361070868927984101498392912846804146700878385412623564800000000000000
# MaxNb=251221056

1,10641840,27457170,33785640,157837523,23297904,8488480,33491068,47393568,82394781,10471440,39328710,1036800,983223,71708500,17266860,5302220,4797177,27083322,119421092,24732528,2537115,39056714,4849418,7212541,12959188,11795824,14313066,39792631,6103432,107517982,44403898,
2227605,10318020,20265144,46359642,154004975,48669336,3332934,5597130,57360380,152247249,1132138,32412460,7372608,1919827,49629722,14419698,56919616,11538085,18484368,107845342,3627520,10074207,23507124,8164,6345,30904720,1965162,9815400,56892347,14371504,62782104,21450780,
36775512,40879775,369978,7082406,32710500,27016965,143612490,37398840,59683,78275904,41177682,86316010,92656737,17088540,664300,859066,37762703,86693984,7075876,16219428,20893717,10239808,16554494,1492736,12375440,3131403,3272940,22296,86531536,36471897,54393656,1385354,
11475408,51887011,3201484,11296,13818480,1179409,132384888,48058930,1484391,35043552,72937836,106687300,39817869,13608864,1010790,1478400,16183275,121778160,34383594,48029850,17437193,903532,9171428,12875274,7361224,2818855,5131434,38253566,58103540,35231469,95607258,106096,
89512435,34315632,54456864,69628,481,1658800,18641490,59574312,1184256,493143,53138900,19618092,41713440,111187965,20877840,34431750,39820656,1310715,2870538,19247690,1335884,65270681,52424442,74172196,14541783,9139336,112186334,35874938,8927261,12419924,7877488,39166762,
95652175,94207896,45348102,1410186,8841525,758340,10469304,74641434,20174656,1282099,47564506,17847858,46342780,158857713,1695274,11844780,6396416,6839679,3664180,3926884,118336,74021253,27225744,61160990,49808475,28653744,84721560,18879900,7209,22901648,985642,11211368,
37362660,13550565,106422666,42491448,32367960,55165375,737658,6200550,52547265,25169820,4261740,1786,28707523,12201280,27956754,152201258,7635381,15333184,17273278,1206016,46740463,83086432,4725412,44383396,139320272,18841977,3997752,5498570,3117968,42606059,6335340,13848,
37813360,787633,126876024,59484530,9271248,54139907,4793932,4128,24730797,26342304,13752870,372480,5891655,2575584,37680876,171772100,15266025,1801452,12376420,11332170,18386955,90242544,17245354,54860762,102454132,23919693,14902810,51032176,15304,18084039,7558122,21694270,
26196632,11011679,100720944,52315856,885760,12236685,8207100,17034186,17043,1390840,85708,8616888,2320825,73604544,54905774,101115924,9291639,790512,51504690,44132910,14661141,118542564,23768196,23381950,70650360,7107779,60977070,1515030,4811484,1140041,21047806,113472096,
37211944,24307227,92841182,6767134,19228076,10660993,1809870,24768456,44088207,7071712,5443834,12025118,2407053,79139060,20850476,42261966,8667,2871000,43160100,1986040,59505953,163429632,6292902,19833268,135124920,88234215,43797936,2652520,1281024,25525,5421660,32953986,
127661937,44757580,183624,14357310,2089035,37791208,982142,20665806,16015636,7211677,10430622,3925484,67068640,114716895,12451950,46828122,37691136,36967697,11298980,198,24048440,10688139,3678952,141820260,36854725,6712128,74149794,17062572,22563255,82866840,2883304,1037568,
86109981,10007488,15437162,36528844,471471,28086520,15176144,3808512,10635072,5402665,32950148,10318,8237528,52183747,7402536,57784972,41940612,7354533,9211150,1194180,16166256,117831,64631550,178440210,33895353,7919100,172606560,77433070,2289011,44952120,1313270,7763742,
656384,13902957,9374332,8543626,52230552,9640575,88649520,70597840,14888985,153024,31138030,148934292,11571,2452472,41225548,1343160,15297717,95773284,8685828,35012350,6205143,2163184,63749490,42296430,353628,4524905,33888062,58621536,136755960,4414627,15363054,20613590,
18427948,13195553,4952590,16540872,55721512,8882811,75008542,7060958,32750509,19938932,12950188,81805326,22776687,11385824,21606970,883806,80300545,143842560,5509350,39543348,4347,3279320,49037220,1471736,199680,12277525,9560028,22373442,199026360,50039175,91056,17016936,
13401963,78568,556990,30438798,86673489,78921164,88323144,2237950,49700576,130337919,14222894,23487002,31931796,6313725,9180510,5297260,1767480,42421995,5923304,73266660,72957696,22960561,2846756,2694,23542935,66950040,1053672,1553664,24612325,18367296,91778274,16352556,
6414863,7076344,9425872,7372032,44485821,16112576,61271210,2684748,7894744,64589987,20256552,38589964,15925056,1974345,26621188,10766,2519920,56676711,113964990,121148370,61774596,4170885,19150,7661124,3088915,39564600,1149750,15479262,17000473,9045372,196110432,57381038,
59643024,206119124,17175067,6200480,11069682,2816,18909865,11897808,3686364,6300,3237360,50307535,126697496,80079174,33035808,3285205,11409570,26501610,2968976,24053379,6522450,30635220,81034812,8635329,14766430,65630466,3824303,86464840,12574688,15625714,10595157,4865604,
7849926,121544786,15907815,5420184,5506536,866210,63874477,39009012,1549618,4344978,41198368,56889851,99054274,22094492,44476588,11912153,1144572,10900,22960,34463799,9532120,20608926,164707712,32309277,7883848,39916212,61288515,83381280,15896970,541440,11480625,12773232,
9414930,24791400,67964820,205161565,34174274,5720742,12852056,740439,6214236,62505362,8100521,1294540,51475314,33922,104802955,113466912,3544638,18641224,10829,30093184,62765780,3604588,24872103,18426640,12916944,52978986,8608944,68708225,2297988,6286280,7134720,7856595,
13784144,17108754,19910032,80019833,70872868,27202448,1988096,1379371,21984102,66122504,1925,1010592,51306332,4675788,78286783,12662736,4928532,24582050,3678993,8838108,145605450,51246450,31331475,20302608,68403426,80067040,41316,73380741,4924530,17176510,34326920,311199,
1725490,1354496,33343817,8077776,87848592,116893780,35707,39778464,170972440,70481670,28922400,6550005,1848924,7196,3678192,37279919,88744850,7718484,50330556,16715169,5894370,42668970,11784080,1767843,12051424,19340594,28992949,3249348,22111390,23983938,3089743,90219080,
404712,3438050,102841229,20152692,15194886,75491218,4007943,73747352,103355138,17850652,16253484,17837369,1034866,11889746,50992928,54522523,61152216,42846,93408640,47588541,777084,19220,11043760,5372055,11780298,615168,13113425,6406512,15718728,34946100,53943075,112519200,
46116610,5035110,11251800,1476279,4722130,28317288,77219604,152033021,8023730,16316482,184799339,77036064,9152988,35447890,16841,8304972,60153940,4461548,68060871,12305680,5307774,6812232,8749,31399808,31266564,1583816,4431360,15207795,6673104,85298922,34169520,5049825,
73950116,21977488,726528,2065483,9205328,46816978,24643472,76690009,3770844,18558540,126045791,6541776,42554022,41068552,485,13750176,107899530,58224690,35787507,10182928,9826452,21521250,3238065,11926620,31592754,35710,19467400,458367,46441122,141182432,19872996,11438245,
24288660,8650,14740320,688725,21302216,36790432,20599176,75184263,88326030,7211100,65236689,33335168,6677340,5740800,2553291,59688,178451924,45674838,16835197,4141396,922866,16000774,13730495,45322512,2154758,10998704,83582796,10303489,80791414,88444278,639672,36723995,
10825878,9418712,33171420,4936185,8372454,23036094,42858024,116849075,58912700,227238,63589941,54495140,1769082,40790454,20843927,8709824,107864262,33185852,23816569,17829632,918900,1396992,19420115,60782280,24244,834,57666336,15014205,30636680,104372856,4873960,60851791,
22086558,746070,23309475,8833512,24463960,91284102,41476905,237180,95117190,23827290,70732992,22379175,721142,11498620,11448260,11051397,7150064,9161396,190949928,38849987,21563948,23034726,135168,11399465,61195512,8460760,5983,6305992,1052898,29409796,49422861,120149344,
37711520,984984,11799,7112424,23547370,143599716,3206309,12369440,72953200,47072028,38473992,2368827,17558220,11817390,1509376,17860353,181846,26802258,148241808,20848975,24269094,60892692,232180,4670029,53127126,26977126,4190347,787448,20199600,45111414,40150705,122622060,
18649800,73352352,27797640,66173415,27596052,6410,7393120,786677,11774172,3897600,397995,28709928,183630,46261980,96087537,18904960,2525362,10685638,13159135,56097552,144175444,47658006,25209181,1513428,50179382,171199158,8703416,9252539,8552390,808368,43180236,16589153,
3059622,34494462,44718888,94405075,13399638,9026776,22152540,13507545,2848314,21073014,1531959,34569920,14842940,3091814,123089301,33846820,1049588,700672,14391091,69059016,94936710,44782780,47485209,15609600,17374600,153731448,31268328,126511,11661364,130,39151392,26474589,
43137368,61975494,6465225,114083580,45918,4786326,34332675,5009640,631350,22925820,15448900,9726885,108069318,17656986,35476672,25561991,13393324,44587686,1839104,2872073,28379120,673332,98647848,62550499,2881186,19640452,47366253,148713824,49441272,8828120,8959,2304456,
37912490,74185956,235653,49095200,9501344,13401752,22839,4417512,6416460,17695470,1574912,14429793,90297200,45113244,25693704,6482139,13763430,89689236,1489524,9709,87467926,4177810,100645776,36763055,23072432,22625974,29753297,139319532,46759830,36404390,8354667,689400,

16368690,14144480,5404356,18479925,47781954,12318110,75202120,3677391,38274132,12847250,10251297,83826108,25031850,10306530,22339107,30608,83278342,145672472,3938165,45376032,3612,3318876,44724271,3090416,273152,11919154,13171152,20020169,199255636,50241168,3147936,13747195,
516864,14132682,11499888,6582225,54826548,9450824,95868960,63736995,16495710,4839384,27216189,159223168,11540,1267068,37108503,2227120,21245724,86151682,9937081,32380972,7578450,1721202,63991835,43157280,8930,5114088,35237748,60332045,125731474,9318918,10676120,19874439,
7853768,4526340,9326835,7380480,50040810,11668176,63811425,88752,3775980,70601300,20466960,43381575,13571656,2956926,26173312,10413,3290434,55425458,125610528,110956523,60424018,5234652,657228,6483785,5949286,39292418,887607,17652824,14213736,8476370,182392189,64879892,
13748350,2500146,262143,33183880,84768224,75724194,79011877,4007652,48920370,129445770,18278672,17963379,33764450,5908116,10161756,3825969,48204,47649756,11438544,73945055,68400136,26098086,1990560,2405,26157456,61641124,1150667,1447424,29840850,15310416,90009305,20856720,
41832450,24559710,101481800,3236655,18597618,10481632,2710596,21108181,44138730,6997410,3482115,14722448,79572,82420050,15099201,47539260,9884,2216412,42863183,3825136,67282502,151997464,5897045,16582176,123757268,97250448,42831008,3463579,1084160,876018,6804432,32233513,
20035764,14151752,100031520,51494595,639744,13544586,7679856,18011825,18580,654588,2727351,8839600,4156062,65844952,52681629,98893184,8656274,863282,47420539,49034016,18699420,116257730,19812441,28349100,71304530,13725894,68491416,41319,4295330,797160,23923956,106383661,
88237098,7921872,9946625,42689712,16328,29038212,13737555,4185600,11881800,5895486,35319680,9165,4290156,52318420,10265360,49551399,37529234,10132572,8942284,1633577,13059970,4073586,64892448,178645771,38894952,5660690,174802397,80304532,4806566,40998466,1329111,6451032,
136481248,39120354,5807109,15906660,3463870,34017138,507423,20610440,12338850,8846868,10602972,3091089,60550770,124059210,12206864,49155603,38790920,38440038,12770208,5,23186124,7427420,7765968,130387519,34084882,7679056,66700537,23696784,23022480,83181860,2294187,1267200,
104995254,83574326,45881147,1259960,10214832,22214,9732065,75502284,17772486,1609650,47477520,15444575,39725334,171596628,3015124,14043869,6355200,7069404,5789736,2749227,3661020,70697550,32225152,54953073,44102816,29259464,78187879,23684232,7690,23186196,394869,13270880,
87919992,29616520,48706735,2474472,898,2351668,15895773,63837984,1257728,526836,58023368,17264819,38155964,112173446,24489728,28550297,36846966,1670970,89792,19358391,447590,73602620,56372260,75489813,19216638,6095526,112360275,37275432,10594520,11340630,8609625,36844380,
32666244,1836450,125862240,55592685,7358680,58844664,4591048,4991,27345318,22306732,14241929,266240,8508468,73712,36695395,172489512,13784060,990518,11492901,13162820,21182874,90799814,12830727,63681728,101053638,25900376,23006460,44659785,378774,17678430,8539368,19635075,
40614326,11581104,117056236,35694673,31017382,55249558,1081592,5023211,51293844,23460966,3737965,117876,28859026,17639062,22073135,164107152,9858030,12783180,17174241,1312768,52948380,76422000,4131675,42734088,129716964,22241450,127520,2977797,1940120,47114912,7357416,14007,
1592240,10684934,17160577,51260748,154648182,47396470,95387,8083128,53607510,151030740,2639700,28000509,8913926,1838578,53942544,11445055,49812060,17812110,20014976,106371153,3283200,11382108,22979880,202059,7370,28698516,1080533,8862560,66039968,10692552,63169799,24712584,
66,9333940,25593021,32979744,170184312,18394760,12271567,33667816,39812668,90627526,8949504,42751481,839936,1441652,71817928,16546387,2871462,153020,31969700,111189429,25016502,2946426,43189952,3017495,7850968,12884886,9834105,18479580,38313918,5336550,98893875,50301480,
9930200,51792120,4019400,9951,16384004,2097634,143000928,41196429,1326260,35455472,64705091,117108264,40277094,12650540,29609,1708032,20301402,112386694,35110439,42527936,20640380,361974,9285381,13734340,5153622,4454046,5303784,38007075,52205958,41700952,91314300,3282345,
32364134,44637398,395256,7521803,27123062,31690928,144885356,34209329,2121042,70010710,35538895,84780432,99288084,14571558,941773,1603828,39236892,86828400,4719291,21433608,19654830,11191500,15115905,1771520,12446616,97952,4172520,20631,88068708,39218410,61337120,464165,
5091464,28970839,42698106,93512926,14576980,7555485,24964650,13101936,2291835,23360880,49994,36273162,9448985,6624332,123534628,32151546,885207,594432,16483116,63750100,94734717,49286944,54019590,12552720,19625328,152581747,26806780,4309536,11458480,97,35769384,30395730,
17227952,78143963,22307740,72184728,27474832,6057,5627496,1769258,11152383,3840512,791908,25311028,5857797,45559360,104254238,15570576,2132403,12859200,15105330,55825370,132415857,55156860,23597740,944426,57777048,159309775,6992778,6564870,9582660,22965,43788570,18305976,
32945913,81732560,14282,50517048,6167915,15461264,23064,3885420,8542016,15211573,1435392,14398142,97516640,39558255,28289700,7859364,14394780,89571393,687610,337260,84282688,5789251,91384106,45584658,24323685,18754020,35701304,127673994,47002175,38244696,9727974,443514,
39002061,61515124,10291312,102944026,1431111,5892040,36979774,4322538,1083116,23950697,13389642,10544996,108262896,15448715,27537114,30955946,16155552,41189421,1847040,1990950,32546016,15303,100770500,65886444,1310001,24102000,50344050,148911480,45128323,11034576,8224,2670668,
10802132,8584317,28515178,6571376,10151304,25363575,37580730,126191390,60618873,13772,70058660,47356218,1555995,41192304,24047114,5654090,98848029,39820064,19740870,18796560,591159,1626624,20401836,61097300,842160,385,57590568,15702930,37988208,94768211,6753916,58635808,
26331536,7497,15399272,1181546,25797296,28556859,18022940,75318936,79701541,11478592,64752094,30139536,5761503,6183424,3143140,1860276,178689105,48546300,20659500,1882986,1069523,14688064,17162226,41368858,1493700,11046165,77212506,12428472,85100184,90347375,14538,42116166,
39569547,32144,13080,5722860,22367961,144119248,6869642,7874360,72263776,44944911,32313124,3941924,17030976,13317525,1263360,19429630,6194496,22977955,147133162,23549778,27863580,55632609,173242,4588780,49042975,30898776,3554982,664122,16243845,51319140,44188984,122361162,
19471783,1484488,22968062,8367018,20149101,99042548,40846960,7566042,103757808,19121515,75353498,20673002,1621868,8752521,10817802,11002852,5073120,7360743,177688900,44732268,23795616,23359245,3840,12772710,60898595,9712080,7200,5324748,657041,27529840,57199410,110349432,
11753,4468572,102501984,19880510,7352611,83871480,2984150,76181742,113988708,12751413,19505150,17304324,1378800,10320471,49642350,53953650,58914240,1178265,85176468,53077486,1472504,18867,9278136,8313676,11681261,787456,15336074,4705404,15124991,31403416,60150992,104744752,
2475925,1379328,36480834,5739996,85296135,113824440,1346664,35056560,169958656,68417921,23775284,8643558,1646040,7803,1765624,41201060,98872436,4741165,50170638,21568684,6679520,39825903,11168094,56122,11167905,21628460,27510984,3156750,17696763,31042088,5885662,89274654,
79683480,19624215,865536,2099176,11707200,40935525,19192620,77675490,110187,22334520,128109540,3474920,38241073,44744448,390,14116388,109509887,59625184,42159898,7139118,9905533,19198868,4513388,10847326,30248680,1060587,17408142,949438,47385548,141324753,15459070,17811528,
46747960,2631827,9306846,1803830,4540284,30516377,68839342,164771936,11429607,17406832,197537490,68426430,7109637,35329284,606276,7372750,54664995,9265880,64183308,12911400,3933385,8871744,8974,31684356,35089912,928655,4521216,15698896,9452480,77785149,33925452,159146,
4169795,123534840,19144470,158382,5653193,696540,69591648,35055358,1574896,5176311,36786990,61300530,100327140,17207445,38889150,15149700,2370808,9747,681912,32997580,14843328,16031545,164873748,32966318,5527263,47023768,62762704,84625712,14458381,754688,10241738,12876028,
52977255,220326840,18322792,8832432,9827125,101376,18846594,9241692,4504280,5211,1692152,50996260,137313536,71388577,35601332,3158694,11778016,27038991,1740830,26994682,205556,30416397,73896654,12231980,15493275,61891368,7942430,78575070,12688641,16027564,13798344,3605710,
13372224,20531525,14222508,88252578,70133400,26481975,1725696,1837800,21687185,65904384,2502,29348,52999947,3481400,86977380,6127336,3619869,28748564,4709356,8763806,135544927,57144032,28155226,19535726,76293196,73010673,1136190,70695240,7621096,14430411,33696462,589694,
12424188,20379449,65974766,203945056,37768760,2746099,13936158,659190,4415781,68385924,8249028,1857550,45364935,1279344,102051090,110170110,3443625,17688384,12110,27886980,62108739,6866392,32191628,14747688,16667584,52810653,5288140,76549226,72952,5957679,6659328,8903120,

25912656,19905683,14246540,528,9619376,6729569,40468472,184366338,28009591,1118688,115344124,51187716,7521085,66293472,5045782,1531648,86480667,25575760,229530,43071930,696345,24294348,5892852,27191850,12319720,655607,16566282,9813710,25150740,90982365,23125050,68113632,
65240952,22063599,7000474,199030,28290948,173941,21543850,142752168,42737619,21117600,118667010,41694730,25179121,58437756,525308,4888282,136762911,25018720,11874740,3320804,875589,40853120,5691054,3020544,13293840,16207995,22321068,5896,49425168,68662825,2467512,37147482,
13716229,1383396,41203752,14710970,43983423,184399544,3961366,17770282,91845468,78185569,38392970,606012,12830624,1437443,11333434,78012066,38104192,20450261,79882128,19618446,2214400,19434735,746100,13103220,22425,8345040,55098,2872296,6962475,92005680,31374728,68497884,
5457,1148400,56108130,21846440,32041667,112357872,16781072,25007164,108099936,29411405,64654096,4641910,213504,19399,16264980,51261756,23921964,8102409,122159450,40602804,10987472,7221963,5429610,30960570,34966509,2651892,7918304,22332362,218823,60876200,52126190,67121946,
706992,26710145,65156344,95246658,50158416,12363379,3589388,7184,7847645,53560032,1843926,2293504,18705367,3061216,142766204,49057668,4467321,50508,3341940,40051050,58714299,45097808,110403930,6713850,18637716,103371453,26413946,34162912,24562920,573975,14580810,13243150,
4409860,83665621,37988330,96918696,96093816,12512655,14554,1276854,33978065,51433980,459900,9746202,21435379,24120992,134825922,30897482,11913317,10292864,3534702,5846784,70653951,40281440,47131700,244068,47368464,84986825,6752184,24807834,19906320,5923035,18033708,6152,
45893151,148980664,1447638,26609386,9159973,3785572,50999592,14098810,943008,5705315,18247418,40302306,177782748,48560897,9673034,8245436,1640960,22081167,852212,6572020,75971712,17903925,70308240,26474190,44666955,191280,17793160,100890972,15225,14714832,26502138,447720,
43238755,98891760,14691600,49859004,2737,1311728,63748386,16189096,33280,9330919,28680084,34803132,159221088,16679725,134416,29779638,10530256,8938923,14857770,20676090,35820972,2960937,98695450,42365748,2977319,15337640,32375470,129926106,18064269,4269684,31428320,1641354,
3432973,66687680,17689690,25760268,16570879,3839928,24079264,2772224,7071680,2121273,9818820,27870,55627416,12157299,71570600,8312124,6129252,31068629,1109934,11017076,26168400,9005655,211999390,65447970,32137,53814684,109807152,108833230,58339427,6835416,863590,9449726,
48549825,152222700,19647768,32536350,22943675,5421192,5895918,4291758,18403060,4477005,466494,29425820,84514240,65429871,75826446,39786,30601088,65422753,1723876,7766,17964024,12973499,83353448,19223572,4453173,54512192,12156306,81082348,58778759,23815512,808632,492800,
31813320,6312075,9027774,76770702,30915660,7611345,26457774,2771096,13394719,18849728,4423434,11351742,63200061,15258580,82706140,4036718,11,13834392,10982868,21272440,199012529,62127744,5835830,18033652,82938744,121630391,3490480,31462968,1612800,2949669,54498460,2877810,
